gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,at,capx,emp,invt,lct,ni,oibdp,rect,revt,xrd,xsga,costat,sic
013092,2021-09-30,2021,INDL,C,D,STD,JACK,JACK IN THE BOX INC,USD,168.9580,1750.1370,41.0080,5.3000,2.3350,329.0660,165.7550,332.2500,74.3350,1143.6700,0.0000,79.3450,A,5812
013092,2022-09-30,2022,INDL,C,D,STD,JACK,JACK IN THE BOX INC,USD,282.9930,2922.5060,46.4750,12.0830,5.2640,521.6830,115.7810,320.5730,103.8030,1468.0830,0.0000,112.7410,A,5812
013092,2023-09-30,2023,INDL,C,D,STD,JACK,JACK IN THE BOX INC,USD,325.9840,3001.0920,74.9540,9.5230,3.8960,559.6200,130.8260,322.3830,99.6780,1692.3060,0.0000,185.7530,A,5812
013092,2024-09-30,2024,INDL,C,D,STD,JACK,JACK IN THE BOX INC,USD,181.2770,2735.6290,115.4740,8.1680,3.9220,434.2590,-36.6950,314.7950,83.5670,1571.3060,0.0000,158.0970,A,5812
013381,2015-01-31,2014,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,132.6150,261.1000,40.9270,2.4350,115.2200,90.3070,-12.2950,15.2000,3.6190,414.0200,0.0000,174.8140,A,5651
013381,2016-01-31,2015,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,143.1590,274.3470,33.4470,2.5670,125.0140,115.0660,-8.4080,23.2690,4.7210,442.2210,0.0000,180.5700,A,5651
013381,2017-01-31,2016,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,138.9490,269.3280,29.2390,2.6250,117.4460,115.6990,-2.2560,31.5980,7.1140,450.2830,0.0000,173.2830,A,5651
013381,2018-01-31,2017,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,121.6670,240.4050,22.5650,2.6340,103.3320,109.8140,-18.8260,14.9320,3.0460,467.9760,0.0000,195.4250,A,5651
013381,2019-01-31,2018,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,127.6600,226.0760,11.8110,2.5430,106.8370,107.9310,-13.5310,24.3420,4.4200,473.7560,0.0000,186.9470,A,5651
013381,2020-01-31,2019,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,123.8600,390.9170,13.3990,2.3530,102.4200,130.3630,-7.7960,22.6490,6.2190,474.0380,0.0000,181.5520,A,5651
013381,2021-01-31,2020,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,114.1300,306.7550,4.2430,1.3160,85.0280,155.0350,-64.5380,-25.4970,6.4160,318.9460,0.0000,130.3620,A,5651
013381,2022-01-31,2021,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,105.9950,279.9580,5.2720,1.3530,81.7640,95.4580,56.7130,76.4620,2.1100,505.0210,0.0000,172.9620,A,5651
013381,2023-01-31,2022,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,154.0120,350.5980,9.6420,1.4800,93.0040,101.7520,89.1230,73.6080,1.7200,545.8380,0.0000,198.7900,A,5651
013381,2024-01-31,2023,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,153.2450,357.7410,17.4180,1.4390,80.9680,89.8760,27.8540,55.8930,3.9200,521.8150,0.0000,196.5290,A,5651
013759,2014-12-31,2014,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,8.0640,85.5300,11.3580,,1.2680,24.5760,2.7580,7.3650,0.2380,160.2130,0.0000,15.1920,A,5812
013759,2015-12-31,2015,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,10.9330,109.5230,22.7090,5.1000,1.4020,32.9190,7.0260,15.1820,0.4280,209.9960,0.0000,22.2600,A,5812
013759,2016-12-31,2016,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,13.4940,137.0230,25.8690,5.7000,1.5470,39.5000,6.4500,17.3010,0.7390,235.7710,0.0000,26.6490,A,5812
013759,2017-12-31,2017,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,19.0360,235.2920,48.4420,6.8000,2.6390,76.9520,8.9610,22.8580,0.9350,312.5800,0.0000,34.0270,A,5812
013759,2018-12-31,2018,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,20.5690,310.8550,61.1290,10.0000,3.2890,64.3610,13.0080,37.3560,1.5600,435.2980,0.0000,43.4330,A,5812
013759,2019-12-31,2019,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,25.1610,677.5370,89.5760,11.0000,3.5170,117.6370,12.0560,35.2330,1.2150,467.5470,0.0000,45.6160,A,5812
013759,2020-12-31,2020,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,46.1830,689.9260,32.8080,11.0000,3.6160,94.6830,14.9100,45.6720,1.7330,516.1780,0.0000,50.8520,A,5812
013759,2021-12-31,2021,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,62.1220,758.6310,83.6740,11.0000,4.4080,101.4040,17.4450,34.3660,1.6040,577.1270,0.0000,58.5090,A,5812
013759,2022-12-31,2022,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,47.1130,791.3180,65.6600,11.0000,4.7540,126.0010,8.4850,31.3800,0.3680,626.0430,0.0000,62.8960,A,5812
013759,2023-12-31,2023,INDL,C,D,STD,MHGU,MERITAGE HOSPITALITY GROUP,USD,34.1360,816.9050,44.7960,12.0000,5.1890,118.4440,6.1380,36.3390,2.4120,672.4940,0.0000,63.0940,A,5812
014007,2014-07-31,2014,INDL,C,D,STD,1641B,NEIMAN MARCUS GROUP LTD LLC,USD,1409.7740,8761.7260,173.9660,16.5000,1069.6320,856.6830,-147.1810,668.6130,0.0000,4894.6560,0.0000,1106.9970,I,5311
014312,2015-04-30,2014,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,2275.9000,11473.4000,497.2000,65.0000,1260.6000,2482.7000,419.0000,1166.3000,551.1000,23960.2000,14.4000,4857.7000,A,5411
014312,2016-04-30,2015,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,2604.1000,9087.5000,616.5000,65.0000,1287.3000,2710.6000,-2131.0000,1018.4000,527.7000,24650.5000,7.5000,4970.9000,A,5411
014312,2017-04-30,2016,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,2166.5000,8695.5000,460.7000,62.0000,1322.2000,2490.7000,158.5000,677.1000,471.0000,23833.1000,3.4000,5057.0000,A,5411
014312,2018-04-30,2017,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,2496.0000,8662.0000,239.8000,60.0000,1251.6000,2962.3000,159.5000,864.4000,469.3000,24238.5000,,5060.0000,A,5411
014312,2019-04-30,2018,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,2639.5000,9602.4000,411.1000,60.0000,1441.8000,2681.3000,387.3000,922.5000,490.8000,25161.4000,,5180.5000,A,5411
014312,2020-04-30,2019,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,3255.5000,14632.9000,548.8000,63.0000,1489.4000,4060.0000,583.5000,1749.0000,638.5000,26605.7000,,4901.8000,A,5411
014312,2021-04-30,2020,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,3193.5000,15173.9000,566.3000,62.0000,1500.1000,3488.2000,701.5000,2071.4000,698.5000,28284.2000,,5143.8000,A,5411
014312,2022-04-30,2021,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,3212.7000,16593.6000,633.0000,67.0000,1591.5000,4239.7000,745.8000,2154.3000,681.3000,30179.1000,,5522.1000,A,5411
014312,2023-04-30,2022,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,2955.0000,16483.7000,574.2000,67.0000,1743.3000,3857.5000,686.0000,2118.8000,859.4000,30494.2000,,5690.0000,A,5411
014312,2024-04-30,2023,INDL,C,D,STD,EMLAF,EMPIRE CO LTD  -CL A,CAD,3103.6000,16790.3000,705.2000,,1771.7000,3891.3000,725.2000,2152.6000,862.7000,30748.3000,,5933.5000,A,5411
014868,2015-03-31,2014,INDL,C,D,STD,FWMHQ,FAIRWAY GROUP HOLDINGS,USD,75.4160,359.1360,31.8900,4.3000,29.1500,57.8490,-46.5340,11.2230,4.2940,797.5550,0.0000,238.4630,I,5411
015092,2014-12-31,2014,INDL,C,D,STD,9614B,CEC ENTERTAINMENT INC,USD,173.6450,1864.1430,72.2670,20.0000,18.9790,117.1950,-61.3840,159.4450,18.8350,832.8240,0.0000,184.2520,I,5812
015092,2015-12-31,2015,INDL,C,D,STD,9614B,CEC ENTERTAINMENT INC,USD,118.0880,1733.0350,73.0340,19.0000,23.2750,114.1130,-12.5100,186.3390,25.9360,922.5890,0.0000,206.6350,I,5812
015092,2016-12-31,2016,INDL,C,D,STD,9614B,CEC ENTERTAINMENT INC,USD,124.9610,1710.1120,88.6800,18.0000,21.6770,110.1910,-3.6670,182.3200,20.4950,923.6530,0.0000,204.7090,I,5812
015092,2017-12-31,2017,INDL,C,D,STD,9614B,CEC ENTERTAINMENT INC,USD,140.7310,1695.0440,90.9580,17.2000,22.0000,110.2890,53.0660,159.1090,31.0210,886.7710,0.0000,202.6210,I,5812
015092,2018-12-31,2018,INDL,C,D,STD,9614B,CEC ENTERTAINMENT INC,USD,146.7320,1666.1650,77.0880,16.8000,23.8070,106.5820,-20.4610,152.0480,34.1800,896.0660,0.0000,206.4670,I,5812
015092,2019-12-31,2019,INDL,C,D,STD,9614B,CEC ENTERTAINMENT INC,USD,104.7750,2119.5490,87.0180,16.4000,27.9830,170.8050,-28.9230,148.5970,26.3420,912.8650,0.0000,234.0810,I,5812
017284,2014-12-31,2014,INDL,C,D,STD,SFIV,SECTOR 5 INC,USD,0.0000,0.0000,0.0000,,0.0000,0.0080,-0.0240,-0.0240,0.0000,0.0000,0.0000,0.0240,I,5731
017284,2015-12-31,2015,INDL,C,D,STD,SFIV,SECTOR 5 INC,USD,0.0000,0.0000,0.0000,,0.0000,0.0420,-0.0340,-0.0340,0.0000,0.0000,0.0000,0.0340,I,5731
017284,2016-12-31,2016,INDL,C,D,STD,SFIV,SECTOR 5 INC,USD,0.0890,0.0890,0.0000,,0.0580,0.3210,-0.1900,,0.0000,0.1980,0.0530,0.2420,I,5731
017284,2017-12-31,2017,INDL,C,D,STD,SFIV,SECTOR 5 INC,USD,0.0060,0.0060,0.0000,,0.0060,0.4400,-0.2030,-0.1980,0.0000,0.3960,0.0080,0.2030,I,5731
017934,2014-12-31,2014,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,334.1290,1369.0730,127.0650,17.0000,142.7930,220.8400,107.6920,261.6380,20.1060,2967.4240,0.0000,685.4920,A,5411
017934,2015-12-31,2015,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,345.2150,1426.3640,125.3130,20.0000,165.4340,230.4220,128.9910,299.3240,26.2760,3593.0310,0.0000,822.8740,A,5411
017934,2016-12-31,2016,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,264.0260,1439.8930,181.0180,24.0000,204.4640,259.1550,124.3060,297.8330,27.3760,4046.3850,0.0000,966.0740,A,5411
017934,2017-12-31,2017,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,299.5070,1581.6030,198.6240,27.0000,229.5420,299.7140,158.4400,324.7730,25.8930,4664.6120,0.0000,1123.3550,A,5411
017934,2018-12-31,2018,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,333.8410,1675.6140,177.0830,30.0000,264.3660,310.0000,158.5360,338.2310,40.9780,5207.3360,0.0000,1412.9010,A,5411
017934,2019-12-31,2019,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,387.8390,2722.9830,183.2320,30.0000,275.9790,416.8120,149.6290,340.0400,15.7130,5634.8350,0.0000,1555.7670,A,5411
017934,2020-12-31,2020,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,465.9600,2806.4040,121.9680,33.0000,254.2240,496.1320,287.4500,525.7000,23.6420,6468.7590,0.0000,1854.6650,A,5411
017934,2021-12-31,2021,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,567.7160,2923.1150,102.3780,31.0000,265.3870,513.4730,244.1570,458.1760,33.2130,6099.8690,0.0000,1752.8780,A,5411
017934,2022-12-31,2022,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,673.8040,3070.3800,124.0100,31.0000,310.5450,522.3800,261.1640,484.0600,34.2630,6404.2230,0.0000,1866.6740,A,5411
017934,2023-12-31,2023,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,603.7720,3327.4280,225.3100,32.0000,323.1980,546.8690,258.8560,486.8310,53.8720,6837.3840,0.0000,2039.7170,A,5411
017934,2024-12-31,2024,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,675.5200,3640.6990,230.3750,35.0000,343.3290,679.9680,380.6010,643.6970,39.7400,7719.2900,0.0000,2304.2460,A,5411
017946,2014-12-31,2014,INDL,C,D,STD,0186A,TOPS HOLDING II CORP,USD,254.4010,1052.3830,38.9100,15.1000,149.2840,178.7310,-14.6670,130.1950,64.1730,2508.3150,0.0000,579.7960,I,5411
017946,2015-12-31,2015,INDL,C,D,STD,0186A,TOPS HOLDING II CORP,USD,261.8350,1029.6540,37.6800,14.8000,141.2230,189.2100,-62.2430,135.9870,68.1980,2471.9490,0.0000,596.0500,I,5411
017946,2016-12-31,2016,INDL,C,D,STD,0186A,TOPS HOLDING II CORP,USD,271.0630,1026.8780,34.5690,14.8000,153.3060,196.8060,-44.5630,116.9850,76.8740,2456.7670,0.0000,614.4330,I,5411
018047,2014-12-31,2014,INDL,C,D,STD,NDLS,NOODLES & CO,USD,22.7760,238.9030,56.3520,9.5000,9.4150,25.8310,11.4280,43.7020,5.1840,403.7410,0.0000,37.2100,A,5812
018047,2015-12-31,2015,INDL,C,D,STD,NDLS,NOODLES & CO,USD,25.4010,239.9610,50.0930,10.6000,10.4940,32.9140,-13.7650,6.9350,5.8100,455.4510,0.0000,71.0670,A,5812
018047,2016-12-31,2016,INDL,C,D,STD,NDLS,NOODLES & CO,USD,25.7880,209.4610,43.3350,10.9000,11.2850,49.0330,-71.6770,-23.5050,5.6940,487.4740,0.0000,90.2070,A,5812
018047,2017-12-31,2017,INDL,C,D,STD,NDLS,NOODLES & CO,USD,22.0580,185.2330,20.8280,9.6000,9.9290,43.8690,-37.4820,-8.3780,2.5100,456.4920,0.0000,77.2680,A,5812
018047,2018-12-31,2018,INDL,C,D,STD,NDLS,NOODLES & CO,USD,23.3510,172.0320,14.3380,9.4000,9.6460,33.1470,-8.4410,22.8180,2.5760,457.8410,0.0000,49.5800,A,5812
018047,2019-12-31,2019,INDL,C,D,STD,NDLS,NOODLES & CO,USD,29.3220,378.5190,17.4040,8.9000,9.8710,58.0340,1.6470,28.0470,3.6060,462.4110,0.0000,51.0730,A,5812
018047,2020-12-31,2020,INDL,C,D,STD,NDLS,NOODLES & CO,USD,23.7140,353.6310,11.7820,8.4000,9.6430,58.1290,-23.2590,3.7800,3.4720,393.6550,0.0000,47.7590,A,5812
018047,2021-12-31,2021,INDL,C,D,STD,NDLS,NOODLES & CO,USD,22.5620,341.4590,18.7760,8.0000,9.4040,76.5820,3.6650,27.7440,4.0660,475.1520,0.0000,54.3330,A,5812
018047,2022-12-31,2022,INDL,C,D,STD,NDLS,NOODLES & CO,USD,21.6360,343.8430,33.8860,8.1000,10.0440,64.1130,-3.3140,22.4360,6.6190,509.4800,0.0000,57.7290,A,5812
018047,2023-12-31,2023,INDL,C,D,STD,NDLS,NOODLES & CO,USD,22.6240,368.0950,52.0430,7.6000,10.2510,67.5140,-9.8560,22.6580,5.4810,503.4050,0.0000,61.5530,A,5812
018213,2015-03-31,2014,INDL,C,D,STD,GFOX,GREY FOX HOLDINGS CORP,USD,0.0000,0.0020,0.0030,0.0010,0.0000,0.1570,-1.2160,-1.2080,0.0000,0.0000,,1.1630,I,5812
018775,2014-12-31,2014,INDL,C,D,STD,SEGR,SOUTHEASTERN GROCERS  -REDH,USD,,,,,,,,,,,,,I,5411
018775,2015-12-31,2015,INDL,C,D,STD,SEGR,SOUTHEASTERN GROCERS  -REDH,USD,,,,,,,,,,,,,I,5411
018775,2016-12-31,2016,INDL,C,D,STD,SEGR,SOUTHEASTERN GROCERS  -REDH,USD,,,,,,,,,,,,,I,5411
018775,2017-12-31,2017,INDL,C,D,STD,SEGR,SOUTHEASTERN GROCERS  -REDH,USD,,,,,,,,,,,,,I,5411
018775,2018-12-31,2018,INDL,C,D,STD,SEGR,SOUTHEASTERN GROCERS  -REDH,USD,696.4440,2413.1380,,,518.9660,788.6490,675.0640,159.1340,97.0480,8772.5120,0.0000,2327.5290,I,5411
018775,2019-12-31,2019,INDL,C,D,STD,SEGR,SOUTHEASTERN GROCERS  -REDH,USD,708.9020,2730.2040,,,518.9440,811.4710,-116.2400,186.8030,88.5160,8277.3740,0.0000,2187.0460,I,5411
018839,2014-12-31,2014,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,80.2180,191.9470,29.2090,7.0000,2.7680,20.8840,4.3580,27.0860,4.0160,326.9790,0.0000,78.3710,A,5812
018839,2015-12-31,2015,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,49.7810,174.5070,35.7250,7.0000,3.1590,25.1820,5.6280,31.1050,4.4610,372.8490,0.0000,89.6330,A,5812
018839,2016-12-31,2016,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,38.5510,175.4450,36.7120,7.4000,3.3650,27.8150,8.2120,35.7470,3.7870,407.1310,0.0000,98.7820,A,5812
018839,2017-12-31,2017,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,45.2030,170.7300,34.6840,7.3000,3.5250,27.3520,-6.9560,26.4520,5.0870,428.1110,0.0000,112.6870,A,5812
018839,2018-12-31,2018,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,39.4200,153.2150,21.3950,7.0000,3.4820,29.0260,-8.8780,16.0240,4.7370,422.6380,0.0000,117.2060,A,5812
018839,2019-12-31,2019,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,32.2230,332.8790,14.3650,6.0000,3.4730,53.7740,-23.9920,17.6500,4.2570,409.7070,0.0000,105.1500,A,5812
018839,2020-12-31,2020,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,23.3080,283.3570,10.9200,5.5000,2.9890,65.6060,-65.3910,-38.1650,4.3540,291.2810,0.0000,92.9970,A,5812
018839,2021-12-31,2021,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,28.0540,253.2370,9.0480,5.5000,3.4910,69.8800,-23.7840,-4.0790,6.0320,380.0520,0.0000,92.7320,A,5812
018839,2022-12-31,2022,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,30.5300,245.1710,8.4260,6.0000,3.9900,68.9390,4.3450,11.3860,6.4200,451.9730,0.0000,94.4250,A,5812
018839,2023-12-31,2023,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,53.0920,252.4600,17.0530,5.0000,3.5160,71.0780,5.1190,22.1440,7.9600,491.4090,0.0000,107.4320,A,5812
018978,2014-12-31,2014,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,16.5470,41.3620,7.2770,1.3000,1.1390,7.1660,4.6300,1.8940,5.5660,49.3230,,12.6600,A,5812
018978,2015-12-31,2015,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,11.9540,56.0460,13.5820,1.6000,1.1520,11.0950,6.9310,-6.5110,6.8780,60.5320,0.0000,19.5430,A,5812
018978,2016-12-31,2016,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,10.0940,52.8920,10.6100,2.0000,1.3090,13.8680,-16.6890,-1.9770,6.0540,72.4140,0.0000,17.2630,A,5812
018978,2017-12-31,2017,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,9.7630,53.0150,4.6100,2.0000,1.4020,16.9270,-4.2160,1.9270,5.7720,79.6600,0.0000,15.7130,A,5812
018978,2018-12-31,2018,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,11.5410,55.9790,4.1020,2.0000,1.4040,17.8200,3.2740,8.2200,7.2690,85.6010,0.0000,12.6970,A,5812
018978,2019-12-31,2019,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,27.1410,206.5850,4.3570,3.4000,3.0580,28.1330,20.8310,12.1830,10.6920,120.6810,0.0000,12.6100,A,5812
018978,2020-12-31,2020,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,34.3760,215.5690,5.7870,3.0000,2.4900,40.7470,-12.8250,3.4620,6.1530,141.9430,0.0000,17.4150,A,5812
018978,2021-12-31,2021,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,42.9270,229.8350,11.4670,3.3640,3.9150,42.2640,31.3480,37.1440,11.7320,277.1780,0.0000,28.0370,A,5812
018978,2022-12-31,2022,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,78.5360,291.0240,32.6290,3.7000,5.7280,45.6710,13.5340,31.7270,15.5960,316.6380,0.0000,34.8570,A,5812
018978,2023-12-31,2023,INDL,C,D,STD,STKS,ONE GP HOSPITALITY (THE),USD,46.6800,317.2450,53.5500,4.5000,6.1840,58.1620,4.7180,25.1650,17.6400,332.7690,0.0000,40.6270,A,5812
019168,2014-12-31,2014,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,0.2900,150.3470,0.0000,0.0040,0.0000,0.6600,-1.5250,-1.0420,0.0010,0.0000,,1.0420,I,5812
019168,2015-12-31,2015,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,19.7650,703.5720,33.4060,6.6900,2.8060,51.4530,4.7570,60.5710,3.2200,424.0020,0.0000,35.1020,I,5812
019168,2016-12-31,2016,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,19.8580,727.1570,45.8530,7.3680,2.7180,54.6680,20.9130,66.7410,4.1410,452.0830,0.0000,38.3860,I,5812
019168,2017-12-31,2017,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,19.8830,742.3240,50.6270,7.6560,2.7120,55.4310,49.8710,65.6840,3.8280,471.4560,0.0000,39.9360,I,5812
019168,2018-12-31,2018,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,32.9810,758.9560,48.0320,7.5440,2.9320,55.6950,18.9590,60.8390,3.1670,505.4900,0.0000,62.9120,I,5812
019168,2019-12-31,2019,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,18.8240,862.4570,43.6960,7.8440,3.1230,72.2970,-118.2850,53.7400,3.5800,512.9510,0.0000,62.5660,I,5812
019168,2020-12-31,2020,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,19.7470,747.3090,22.0190,7.8920,2.7990,86.9340,-89.7380,47.1620,5.4630,491.8830,0.0000,61.3440,I,5812
019168,2021-12-31,2021,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,15.5640,727.8560,23.2570,7.2740,3.0910,95.4470,5.7210,50.0320,4.4300,527.3550,0.0000,69.6910,I,5812
019398,2014-12-31,2014,INDL,C,D,STD,DENN,DENNYS CORP,USD,56.0710,289.8580,22.0760,8.3000,2.9520,80.4160,32.7250,77.3630,18.0590,472.2950,0.0000,59.3080,A,5812
019398,2015-12-31,2015,INDL,C,D,STD,DENN,DENNYS CORP,USD,36.4140,297.0370,32.7800,8.5000,3.1170,101.5530,35.9760,84.5790,16.5520,491.2930,0.0000,67.5370,A,5812
019398,2016-12-31,2016,INDL,C,D,STD,DENN,DENNYS CORP,USD,35.9070,306.1510,34.0310,8.7000,3.0460,93.3700,19.4020,93.4530,19.8410,506.9480,0.0000,69.0580,A,5812
019398,2017-12-31,2017,INDL,C,D,STD,DENN,DENNYS CORP,USD,41.2890,323.7820,31.1640,8.9000,3.1340,94.9010,39.5940,90.6620,21.3840,529.1690,0.0000,71.9880,A,5812
019398,2018-12-31,2018,INDL,C,D,STD,DENN,DENNYS CORP,USD,47.6000,335.3490,32.4410,9.0000,2.9930,94.7270,43.6930,99.1910,26.2830,630.1790,0.0000,63.8280,A,5812
019398,2019-12-31,2019,INDL,C,D,STD,DENN,DENNYS CORP,USD,52.7330,460.3870,25.2950,4.0000,1.3250,95.5810,117.4100,90.0890,27.4880,541.3890,0.0000,69.0180,A,5812
019398,2020-12-31,2020,INDL,C,D,STD,DENN,DENNYS CORP,USD,48.6660,430.9490,6.9620,3.1000,1.1810,77.1780,-5.1160,28.7410,21.3490,295.9050,0.0000,56.7400,A,5812
019398,2021-12-31,2021,INDL,C,D,STD,DENN,DENNYS CORP,USD,69.2490,435.5270,17.7240,3.3000,5.0600,97.5220,78.0730,71.3060,19.6210,398.1740,0.0000,68.6860,A,5812
019398,2022-12-31,2022,INDL,C,D,STD,DENN,DENNYS CORP,USD,50.3150,498.3350,12.5940,3.7000,5.5380,93.6510,74.7120,77.2550,26.1560,456.4290,0.0000,66.5730,A,5812
019398,2023-12-31,2023,INDL,C,D,STD,DENN,DENNYS CORP,USD,44.0500,464.8180,9.9780,3.1000,2.1750,103.3000,19.9450,76.1890,22.4410,463.9220,0.0000,77.7700,A,5812
019398,2024-12-31,2024,INDL,C,D,STD,DENN,DENNYS CORP,USD,39.9930,496.2740,28.5690,3.8000,1.7470,95.5980,21.5710,61.6190,25.4090,452.3340,0.0000,80.1970,A,5812
019720,2014-12-31,2014,INDL,C,D,STD,RIBS,SOUTHERN CONCEPTS RESTAURANT,USD,1.3120,4.4740,0.3510,0.1180,0.0640,0.7870,-3.3950,-3.1960,0.0000,5.1430,0.0000,2.8490,A,5812
019720,2015-12-31,2015,INDL,C,D,STD,RIBS,SOUTHERN CONCEPTS RESTAURANT,USD,1.3160,5.7770,1.8670,0.1260,0.0910,1.4420,-3.3990,-2.5800,0.0000,6.5790,0.0000,2.4050,A,5812
019843,2014-12-31,2014,INDL,C,D,STD,SFS,SMART & FINAL STORES INC,USD,402.8680,1729.2920,114.9330,9.3700,223.4040,286.1460,33.1180,126.6660,34.3660,3534.2440,0.0000,436.1880,I,5411
019843,2015-12-31,2015,INDL,C,D,STD,SFS,SMART & FINAL STORES INC,USD,372.4630,1821.2890,132.7380,10.9560,234.2890,310.3820,38.2620,137.1500,39.1040,3970.9800,0.0000,500.2950,I,5411
019843,2016-12-31,2016,INDL,C,D,STD,SFS,SMART & FINAL STORES INC,USD,435.6360,1952.4190,148.0430,11.9490,278.7180,402.4370,12.9480,101.8030,60.5090,4341.7950,0.0000,579.0860,I,5411
019843,2017-12-31,2017,INDL,C,D,STD,SFS,SMART & FINAL STORES INC,USD,448.6430,1809.9370,149.3470,11.8640,289.7120,463.3760,-138.9140,114.5790,54.9190,4570.5650,0.0000,617.6780,I,5411
019843,2018-12-31,2018,INDL,C,D,STD,SFS,SMART & FINAL STORES INC,USD,438.2720,1711.9180,116.1720,12.2320,301.9380,404.8370,-112.1550,97.4390,58.6710,4741.7720,0.0000,678.9060,I,5411
020113,2014-12-31,2014,INDL,C,D,STD,ZOES,ZOE'S KITCHEN INC,USD,33.6950,178.6610,31.1020,3.0700,1.2950,16.3060,-10.0170,7.4510,1.8420,171.7330,0.0000,27.2200,I,5812
020113,2015-12-31,2015,INDL,C,D,STD,ZOES,ZOE'S KITCHEN INC,USD,26.6030,197.9940,38.4030,3.7790,1.6600,19.3360,1.1240,19.7140,2.1580,226.5570,0.0000,28.3520,I,5812
